crate,file,line,reason,nearest_fn
xai-grok-pager,crates/codegen/xai-grok-pager/src/app/leader_cluster/scenarios.rs,13,leader-cluster: needs single-process isolation (process-global env + grok_home OnceLock in the shared lib test binary); run: cargo test -p xai-grok-pager --lib -- app::leader_cluster --ignored --test-threads=1,two_clients_share_session_and_stream_both_ways
xai-grok-pager,crates/codegen/xai-grok-pager/src/app/leader_cluster/scenarios.rs,75,leader-cluster: needs single-process isolation (process-global env + grok_home OnceLock in the shared lib test binary); run: cargo test -p xai-grok-pager --lib -- app::leader_cluster --ignored --test-threads=1,n_client_fan_out_without_replay_duplication
xai-grok-pager,crates/codegen/xai-grok-pager/src/app/leader_cluster/scenarios.rs,154,leader-cluster: needs single-process isolation (process-global env + grok_home OnceLock in the shared lib test binary); run: cargo test -p xai-grok-pager --lib -- app::leader_cluster --ignored --test-threads=1,reattach_completion_roundtrips_durable_log
xai-grok-pager,crates/codegen/xai-grok-pager/src/app/leader_cluster/scenarios.rs,230,leader-cluster: needs single-process isolation (process-global env + grok_home OnceLock in the shared lib test binary); run: cargo test -p xai-grok-pager --lib -- app::leader_cluster --ignored --test-threads=1,leader_kill_reconnect_reloads_without_duplicating_history
xai-grok-pager,crates/codegen/xai-grok-pager/src/views/dashboard/render.rs,4228,NO_REASON,dashboard_visual_preview
xai-grok-pager,crates/codegen/xai-grok-pager/src/views/dashboard/render.rs,4375,NO_REASON,dashboard_overlay_visual_preview
xai-grok-pager,crates/codegen/xai-grok-pager/tests/doctor_early_dispatch.rs,23,spawns the real pager binary; CI/Bazel provides PAGER_BINARY,doctor_json_bypasses_unrelated_startup_state
xai-grok-pager,crates/codegen/xai-grok-pager/tests/doctor_early_dispatch.rs,79,spawns the real pager binary; CI/Bazel provides PAGER_BINARY,doctor_fix_without_id_lists_tmux_fixes_from_current_probe_evidence
xai-grok-pager,crates/codegen/xai-grok-pager/tests/doctor_early_dispatch.rs,120,spawns the real pager binary; CI/Bazel provides PAGER_BINARY,doctor_tmux_fix_probes_are_bounded_and_never_write_on_timeout
xai-grok-pager,crates/codegen/xai-grok-pager/tests/doctor_early_dispatch.rs,170,spawns the real pager binary; CI/Bazel provides PAGER_BINARY,doctor_tmux_fix_kills_background_pipe_holders_after_leader_exit
xai-grok-pager,crates/codegen/xai-grok-pager/tests/doctor_early_dispatch.rs,215,spawns the real pager binary; CI/Bazel provides PAGER_BINARY,doctor_tmux_fix_kills_term_ignoring_redirected_descendants
xai-grok-pager,crates/codegen/xai-grok-pager/tests/doctor_early_dispatch.rs,281,spawns the real pager binary; CI/Bazel provides PAGER_BINARY,doctor_irrelevant_unsafe_byobu_does_not_break_ssh_or_plain_tmux
xai-grok-pager,crates/codegen/xai-grok-pager/tests/doctor_early_dispatch.rs,324,spawns the real pager binary; CI/Bazel provides PAGER_BINARY,doctor_hostile_home_and_byobu_create_no_config_files
xai-grok-pager,crates/codegen/xai-grok-pager/tests/doctor_early_dispatch.rs,356,spawns the real pager binary; CI/Bazel provides PAGER_BINARY,doctor_fix_without_id_lists_only_applicable_automatic_fixes
xai-grok-pager,crates/codegen/xai-grok-pager/tests/doctor_early_dispatch.rs,406,spawns the real pager binary; CI/Bazel provides PAGER_BINARY,doctor_tmux_fix_yes_writes_only_actual_home_tmux_config
xai-grok-pager,crates/codegen/xai-grok-pager/tests/doctor_early_dispatch.rs,466,spawns the real pager binary; CI/Bazel provides PAGER_BINARY,doctor_fix_yes_writes_only_actual_home_shell_rc
xai-grok-pager,crates/codegen/xai-grok-pager/tests/doctor_early_dispatch.rs,504,spawns the real pager binary; CI/Bazel provides PAGER_BINARY,doctor_fix_safety_boundaries_are_process_isolated
xai-grok-pager,crates/codegen/xai-grok-pager/tests/doctor_early_dispatch.rs,569,spawns the real pager binary; CI/Bazel provides PAGER_BINARY,restrictive_umask_still_preserves_exact_rc_mode
xai-grok-pager,crates/codegen/xai-grok-pager/tests/doctor_early_dispatch.rs,606,spawns the real pager binary; CI/Bazel provides PAGER_BINARY,wrap_non_tty_true_exec_preserves_argv_and_exit
xai-grok-pager,crates/codegen/xai-grok-pager/tests/leader_pty_e2e/campaign_leader_mode_remote_dismiss_on_model_pick.rs,16,PTY e2e; run with cargo test -p xai-grok-pager --test leader_pty_e2e -- --ignored --test-threads=1,campaign_leader_mode_remote_dismiss_on_model_pick
xai-grok-pager,crates/codegen/xai-grok-pager/tests/leader_pty_e2e/leader_n_clients_shared_session.rs,13,PTY e2e; run with cargo test -p xai-grok-pager --test leader_pty_e2e -- --ignored --test-threads=1,leader_n_clients_shared_session
xai-grok-pager,crates/codegen/xai-grok-pager/tests/leader_pty_e2e/leader_reattach_cancellation_roundtrips_durable_log.rs,18,PTY e2e; run with cargo test -p xai-grok-pager --test leader_pty_e2e -- --ignored --test-threads=1,leader_reattach_cancellation_roundtrips_durable_log
xai-grok-pager,crates/codegen/xai-grok-pager/tests/leader_pty_e2e/leader_reattach_completion_roundtrips_durable_log.rs,12,PTY e2e; run with cargo test -p xai-grok-pager --test leader_pty_e2e -- --ignored --test-threads=1,leader_reattach_completion_roundtrips_durable_log
xai-grok-pager,crates/codegen/xai-grok-pager/tests/leader_pty_e2e/leader_two_clients_shared_session.rs,12,PTY e2e; run with cargo test -p xai-grok-pager --test leader_pty_e2e -- --ignored --test-threads=1,leader_two_clients_shared_session
xai-grok-pager,crates/codegen/xai-grok-pager/tests/mermaid_render_subprocess.rs,34,spawns the built pager binary; run with cargo test -- --ignored,child_renders_login_flow_to_png
xai-grok-pager,crates/codegen/xai-grok-pager/tests/mermaid_render_subprocess.rs,61,spawns the built pager binary; run with cargo test -- --ignored,oversized_source_is_contained
xai-grok-pager,crates/codegen/xai-grok-pager/tests/mermaid_render_subprocess.rs,88,spawns the built pager binary; run with cargo test -- --ignored,invalid_diagram_is_contained
xai-grok-pager,crates/codegen/xai-grok-pager/tests/mermaid_render_subprocess.rs,114,spawns the built pager binary; run with cargo test -- --ignored,tight_timeout_kills_child_and_returns_err
xai-grok-pager,crates/codegen/xai-grok-pager/tests/pty_auto_mode.rs,107,spawns real pager PTY; run with cargo test -- --ignored,pty_shift_tab_cycles_to_auto_mode_banner
xai-grok-pager,crates/codegen/xai-grok-pager/tests/pty_auto_mode.rs,196,spawns real pager PTY; run with cargo test -- --ignored,pty_shift_tab_skips_auto_when_gate_off
xai-grok-pager,crates/codegen/xai-grok-pager/tests/pty_e2e/agent_execute_full_output_double_click_fold_pty.rs,25,PTY e2e; run the owning pty_e2e_* Cargo test with --ignored (see Cargo.toml),agent_execute_full_output_double_click_fold_pty
xai-grok-pager,crates/codegen/xai-grok-pager/tests/pty_e2e/agent_response.rs,8,NO_REASON,agent_response
xai-grok-pager,crates/codegen/xai-grok-pager/tests/pty_e2e/agent_type_mismatch_modal_on_model_switch.rs,8,NO_REASON,agent_type_mismatch_modal_on_model_switch
xai-grok-pager,crates/codegen/xai-grok-pager/tests/pty_e2e/agent_type_mismatch_no_keeps_current_session.rs,8,NO_REASON,agent_type_mismatch_no_keeps_current_session
xai-grok-pager,crates/codegen/xai-grok-pager/tests/pty_e2e/agent_type_mismatch_yes_starts_new_session.rs,7,NO_REASON,agent_type_mismatch_yes_starts_new_session
xai-grok-pager,crates/codegen/xai-grok-pager/tests/pty_e2e/ansi_scrollback_content_integrity.rs,17,NO_REASON,ansi_scrollback_content_integrity
xai-grok-pager,crates/codegen/xai-grok-pager/tests/pty_e2e/auto_compact_top_row.rs,32,NO_REASON,auto_compact_top_row
xai-grok-pager,crates/codegen/xai-grok-pager/tests/pty_e2e/auto_compact_top_row.rs,107,NO_REASON,auto_compact_at_startup
xai-grok-pager,crates/codegen/xai-grok-pager/tests/pty_e2e/auto_wake_cancel_preserves_queued_user_prompt.rs,52,PTY e2e; run the owning pty_e2e_* Cargo test with --ignored (see Cargo.toml),auto_wake_cancel_preserves_queued_user_prompt
xai-grok-pager,crates/codegen/xai-grok-pager/tests/pty_e2e/auto_wake_cancel_preserves_queued_user_prompt.rs,292,PTY e2e; run the owning pty_e2e_* Cargo test with --ignored (see Cargo.toml),cancel_before_task_completion_defers_auto_wake_until_user_prompt
xai-grok-pager,crates/codegen/xai-grok-pager/tests/pty_e2e/auto_wake_cancel_via_esc_preserves_queued_user_prompt.rs,8,PTY e2e; run the owning pty_e2e_* Cargo test with --ignored (see Cargo.toml),auto_wake_cancel_via_esc_preserves_queued_user_prompt
xai-grok-pager,crates/codegen/xai-grok-pager/tests/pty_e2e/auto_wake_cancel_via_stop_click_preserves_queued_user_prompt.rs,8,PTY e2e; run the owning pty_e2e_* Cargo test with --ignored (see Cargo.toml),auto_wake_cancel_via_stop_click_preserves_queued_user_prompt
xai-grok-pager,crates/codegen/xai-grok-pager/tests/pty_e2e/background_task_reaped_on_quit.rs,19,PTY e2e; run the owning pty_e2e_* Cargo test with --ignored (see Cargo.toml),background_task_reaped_on_quit
xai-grok-pager,crates/codegen/xai-grok-pager/tests/pty_e2e/bash_full_output_double_click_fold_pty.rs,30,PTY e2e; run the owning pty_e2e_* Cargo test with --ignored (see Cargo.toml),bash_full_output_double_click_fold_pty
xai-grok-pager,crates/codegen/xai-grok-pager/tests/pty_e2e/bash_mode_file_completion_shell_like.rs,57,NO_REASON,bash_mode_file_completion_shell_like
xai-grok-pager,crates/codegen/xai-grok-pager/tests/pty_e2e/bash_mode_strips_redundant_session_cd_from_chrome.rs,10,NO_REASON,bash_mode_strips_redundant_session_cd_from_chrome
xai-grok-pager,crates/codegen/xai-grok-pager/tests/pty_e2e/bash_mode_tab_completion_dropdown.rs,44,NO_REASON,bash_mode_tab_accepts_dropdown_item_in_place
xai-grok-pager,crates/codegen/xai-grok-pager/tests/pty_e2e/bash_queued_mid_turn_drains_as_bash.rs,10,NO_REASON,bash_queued_mid_turn_drains_as_bash
xai-grok-pager,crates/codegen/xai-grok-pager/tests/pty_e2e/bracketed_ime_paste_skips_clipboard_image_linux.rs,12,NO_REASON,bracketed_ime_paste_skips_clipboard_image_linux
xai-grok-pager,crates/codegen/xai-grok-pager/tests/pty_e2e/bracketed_ime_paste_skips_clipboard_image_macos.rs,15,NO_REASON,bracketed_ime_paste_skips_clipboard_image_macos
xai-grok-pager,crates/codegen/xai-grok-pager/tests/pty_e2e/campaign_nudges_default_until_dismissed_by_model_pick.rs,13,NO_REASON,campaign_nudges_default_until_dismissed_by_model_pick
xai-grok-pager,crates/codegen/xai-grok-pager/tests/pty_e2e/campaign_remote_settings_nudge_and_dismiss.rs,14,PTY e2e; run the owning pty_e2e_* Cargo test with --ignored (see Cargo.toml),campaign_remote_settings_nudge_and_dismiss
xai-grok-pager,crates/codegen/xai-grok-pager/tests/pty_e2e/cancel_discards_buffered_interjection.rs,13,NO_REASON,cancel_discards_buffered_interjection
xai-grok-pager,crates/codegen/xai-grok-pager/tests/pty_e2e/cancel_then_resend_prompt_appears_once.rs,12,NO_REASON,cancel_then_resend_prompt_appears_once
xai-grok-pager,crates/codegen/xai-grok-pager/tests/pty_e2e/connect_ui_timeout_env_override.rs,73,NO_REASON,connect_ui_timeout_env_override_logs_and_boots
xai-grok-pager,crates/codegen/xai-grok-pager/tests/pty_e2e/connect_ui_timeout_env_override.rs,90,NO_REASON,connect_ui_timeout_env_garbage_logs_default_and_boots
xai-grok-pager,crates/codegen/xai-grok-pager/tests/pty_e2e/consent_gate_blocks_session_pty.rs,52,PTY e2e; run the owning pty_e2e_* Cargo test with --ignored (see Cargo.toml),consent_gate_renders_and_blocks_new_session
xai-grok-pager,crates/codegen/xai-grok-pager/tests/pty_e2e/consent_gate_blocks_session_pty.rs,83,PTY e2e; run the owning pty_e2e_* Cargo test with --ignored (see Cargo.toml),absent_consent_gate_shows_no_notice
xai-grok-pager,crates/codegen/xai-grok-pager/tests/pty_e2e/consent_gate_blocks_session_pty.rs,115,PTY e2e; run the owning pty_e2e_* Cargo test with --ignored (see Cargo.toml),an_answered_notice_does_not_ask_again
xai-grok-pager,crates/codegen/xai-grok-pager/tests/pty_e2e/continue_resumes_session_with_history.rs,8,NO_REASON,continue_resumes_session_with_history
xai-grok-pager,crates/codegen/xai-grok-pager/tests/pty_e2e/critical_announcement_session_banner_pty.rs,74,PTY e2e; run the owning pty_e2e_* Cargo test with --ignored (see Cargo.toml),critical_announcement_title_on_welcome
xai-grok-pager,crates/codegen/xai-grok-pager/tests/pty_e2e/critical_announcement_session_banner_pty.rs,102,PTY e2e; run the owning pty_e2e_* Cargo test with --ignored (see Cargo.toml),critical_announcement_session_banner_two_lines
xai-grok-pager,crates/codegen/xai-grok-pager/tests/pty_e2e/critical_announcement_session_banner_pty.rs,168,PTY e2e; run the owning pty_e2e_* Cargo test with --ignored (see Cargo.toml),critical_announcement_hide_button_click_hides_banner
xai-grok-pager,crates/codegen/xai-grok-pager/tests/pty_e2e/critical_announcement_session_banner_pty.rs,244,PTY e2e; run the owning pty_e2e_* Cargo test with --ignored (see Cargo.toml),info_announcement_no_session_banner
xai-grok-pager,crates/codegen/xai-grok-pager/tests/pty_e2e/critical_announcement_session_banner_pty.rs,279,PTY e2e; run the owning pty_e2e_* Cargo test with --ignored (see Cargo.toml),critical_announcements_slash_hide_and_show
xai-grok-pager,crates/codegen/xai-grok-pager/tests/pty_e2e/critical_announcement_session_banner_pty.rs,333,PTY e2e; run the owning pty_e2e_* Cargo test with --ignored (see Cargo.toml),announcements_slash_listed_only_for_critical
xai-grok-pager,crates/codegen/xai-grok-pager/tests/pty_e2e/critical_announcement_session_banner_pty.rs,410,PTY e2e; run the owning pty_e2e_* Cargo test with --ignored (see Cargo.toml),critical_announcement_reaches_live_session_via_periodic_refresh
xai-grok-pager,crates/codegen/xai-grok-pager/tests/pty_e2e/critical_announcement_session_banner_pty.rs,465,PTY e2e; run the owning pty_e2e_* Cargo test with --ignored (see Cargo.toml),hidden_critical_does_not_suppress_new_critical_id
xai-grok-pager,crates/codegen/xai-grok-pager/tests/pty_e2e/critical_announcement_session_banner_pty.rs,546,PTY e2e; run the owning pty_e2e_* Cargo test with --ignored (see Cargo.toml),promo_announcement_banner_slash_gate_and_critical_preemption
xai-grok-pager,crates/codegen/xai-grok-pager/tests/pty_e2e/critical_announcement_session_banner_pty.rs,663,PTY e2e; run the owning pty_e2e_* Cargo test with --ignored (see Cargo.toml),promo_cta_click_opens_link_and_hide_roundtrip
xai-grok-pager,crates/codegen/xai-grok-pager/tests/pty_e2e/critical_announcement_session_banner_pty.rs,784,PTY e2e; run the owning pty_e2e_* Cargo test with --ignored (see Cargo.toml),non_dismissible_promo_ignores_hide_then_dismissible_hides
xai-grok-pager,crates/codegen/xai-grok-pager/tests/pty_e2e/critical_announcement_session_banner_pty.rs,904,PTY e2e; run the owning pty_e2e_* Cargo test with --ignored (see Cargo.toml),pinned_promo_multi_surface_and_ctrl_o_open
xai-grok-pager,crates/codegen/xai-grok-pager/tests/pty_e2e/ctrl_c_cancel_during_stream_recovers_cleanly.rs,11,NO_REASON,ctrl_c_cancel_during_stream_recovers_cleanly
xai-grok-pager,crates/codegen/xai-grok-pager/tests/pty_e2e/ctrlc_after_activity_no_rewind_prompt_once.rs,10,NO_REASON,ctrlc_after_activity_no_rewind_prompt_once
xai-grok-pager,crates/codegen/xai-grok-pager/tests/pty_e2e/ctrlc_with_queued_prompt_no_dup.rs,8,NO_REASON,ctrlc_with_queued_prompt_no_dup
xai-grok-pager,crates/codegen/xai-grok-pager/tests/pty_e2e/dashboard_overlay_tab_esc_backout_and_ctrl_backslash.rs,41,NO_REASON,dashboard_overlay_tab_esc_backout_and_ctrl_backslash
xai-grok-pager,crates/codegen/xai-grok-pager/tests/pty_e2e/doubled_lines_out_of_band_repro.rs,21,NO_REASON,out_of_band_stale_row_heals_on_focus_gained
xai-grok-pager,crates/codegen/xai-grok-pager/tests/pty_e2e/drag_autoscroll_no_bounce_pty.rs,12,PTY e2e; run the owning pty_e2e_* Cargo test with --ignored (see Cargo.toml),drag_autoscroll_no_bounce_pty
xai-grok-pager,crates/codegen/xai-grok-pager/tests/pty_e2e/drag_enters_content_from_gap_pty.rs,17,PTY e2e; run the owning pty_e2e_* Cargo test with --ignored (see Cargo.toml),drag_enters_content_from_gap_pty
xai-grok-pager,crates/codegen/xai-grok-pager/tests/pty_e2e/drag_from_above_prompt_strip_pty.rs,17,PTY e2e; run the owning pty_e2e_* Cargo test with --ignored (see Cargo.toml),drag_from_above_prompt_strip_pty
xai-grok-pager,crates/codegen/xai-grok-pager/tests/pty_e2e/drag_from_chrome_stays_block_pty.rs,16,PTY e2e; run the owning pty_e2e_* Cargo test with --ignored (see Cargo.toml),drag_from_chrome_stays_block_pty
xai-grok-pager,crates/codegen/xai-grok-pager/tests/pty_e2e/drag_over_gap_rows_does_not_freeze_head_pty.rs,18,PTY e2e; run the owning pty_e2e_* Cargo test with --ignored (see Cargo.toml),drag_over_gap_rows_does_not_freeze_head_pty
xai-grok-pager,crates/codegen/xai-grok-pager/tests/pty_e2e/drag_select_autoscroll_full_scrollout_copy_pty.rs,22,PTY e2e; run the owning pty_e2e_* Cargo test with --ignored (see Cargo.toml),drag_select_autoscroll_full_scrollout_copy_pty
xai-grok-pager,crates/codegen/xai-grok-pager/tests/pty_e2e/drag_select_wheel_scroll_extends_pty.rs,25,PTY e2e; run the owning pty_e2e_* Cargo test with --ignored (see Cargo.toml),drag_select_wheel_scroll_extends_pty
xai-grok-pager,crates/codegen/xai-grok-pager/tests/pty_e2e/edit_collapsed_oneliner_pty.rs,18,PTY e2e; run the owning pty_e2e_* Cargo test with --ignored (see Cargo.toml),edit_collapsed_oneliner_pty
xai-grok-pager,crates/codegen/xai-grok-pager/tests/pty_e2e/edit_hl_inplace_refresh_pty.rs,90,PTY e2e; run the owning pty_e2e_* Cargo test with --ignored (see Cargo.toml),edit_hl_inplace_refresh_pty
xai-grok-pager,crates/codegen/xai-grok-pager/tests/pty_e2e/edit_interject_lone_queued_row_keeps_tui_alive.rs,14,NO_REASON,edit_interject_lone_queued_row_keeps_tui_alive
xai-grok-pager,crates/codegen/xai-grok-pager/tests/pty_e2e/edit_merge_parallel_pty.rs,12,PTY e2e; run with cargo test -p xai-grok-pager --test pty_e2e -- --ignored,edit_merge_parallel_pty
xai-grok-pager,crates/codegen/xai-grok-pager/tests/pty_e2e/edit_merge_sequential_pty.rs,57,PTY e2e; run with cargo test -p xai-grok-pager --test pty_e2e -- --ignored,edit_merge_sequential_pty
xai-grok-pager,crates/codegen/xai-grok-pager/tests/pty_e2e/embedded_mode_boots_without_hanging_on_blocked_backend.rs,11,NO_REASON,embedded_mode_boots_without_hanging_on_blocked_backend
xai-grok-pager,crates/codegen/xai-grok-pager/tests/pty_e2e/empty_enter_force_sends_top_queued.rs,9,NO_REASON,empty_enter_force_sends_top_queued
xai-grok-pager,crates/codegen/xai-grok-pager/tests/pty_e2e/empty_enter_sends_top_not_last_of_two.rs,9,NO_REASON,empty_enter_sends_top_not_last_of_two
xai-grok-pager,crates/codegen/xai-grok-pager/tests/pty_e2e/endline_park_is_markerless.rs,10,PTY e2e; run the owning pty_e2e_* Cargo test with --ignored (see Cargo.toml),endline_park_is_markerless
xai-grok-pager,crates/codegen/xai-grok-pager/tests/pty_e2e/endline_wakeups_close_with_markers.rs,17,PTY e2e; run the owning pty_e2e_* Cargo test with --ignored (see Cargo.toml),endline_wakeups_close_with_markers
xai-grok-pager,crates/codegen/xai-grok-pager/tests/pty_e2e/esc_esc_clears_idle_prompt_into_the_stash.rs,13,NO_REASON,esc_esc_clears_idle_prompt_into_the_stash
xai-grok-pager,crates/codegen/xai-grok-pager/tests/pty_e2e/esc_esc_opens_rewind_picker_silent_first_press.rs,15,NO_REASON,esc_esc_opens_rewind_picker_silent_first_press
xai-grok-pager,crates/codegen/xai-grok-pager/tests/pty_e2e/esc_idle_empty_no_messages_is_swallowed_noop.rs,9,NO_REASON,esc_idle_empty_no_messages_is_swallowed_noop
xai-grok-pager,crates/codegen/xai-grok-pager/tests/pty_e2e/esc_mid_turn_hints_ctrl_c_from_prompt_preserves_draft.rs,9,NO_REASON,esc_mid_turn_hints_ctrl_c_from_prompt_preserves_draft
xai-grok-pager,crates/codegen/xai-grok-pager/tests/pty_e2e/esc_mid_turn_hints_ctrl_c_from_scrollback.rs,7,NO_REASON,esc_mid_turn_hints_ctrl_c_from_scrollback
xai-grok-pager,crates/codegen/xai-grok-pager/tests/pty_e2e/extensions_modal_copy_hints_pty.rs,65,PTY e2e; run the owning pty_e2e_* Cargo test with --ignored (see Cargo.toml),extensions_modal_copy_hints_pty
xai-grok-pager,crates/codegen/xai-grok-pager/tests/pty_e2e/extensions_modal_workflows_tab_pty.rs,30,PTY e2e; run the owning pty_e2e_* Cargo test with --ignored (see Cargo.toml),extensions_modal_workflows_tab_pty
xai-grok-pager,crates/codegen/xai-grok-pager/tests/pty_e2e/feedback_slash_opens_descriptive_pane.rs,31,PTY e2e; run the owning pty_e2e_* Cargo test with --ignored (see Cargo.toml),feedback_slash_opens_descriptive_pane
xai-grok-pager,crates/codegen/xai-grok-pager/tests/pty_e2e/file_path_with_space_emits_full_osc8_hyperlink.rs,9,NO_REASON,file_path_with_space_emits_full_osc8_hyperlink
xai-grok-pager,crates/codegen/xai-grok-pager/tests/pty_e2e/folder_trust_cwd_is_home_git_repo_no_prompt.rs,10,NO_REASON,folder_trust_cwd_is_home_git_repo_no_prompt
xai-grok-pager,crates/codegen/xai-grok-pager/tests/pty_e2e/folder_trust_decline_quits_without_grant.rs,9,NO_REASON,folder_trust_decline_quits_without_grant
xai-grok-pager,crates/codegen/xai-grok-pager/tests/pty_e2e/folder_trust_feature_off_shows_no_question.rs,8,NO_REASON,folder_trust_feature_off_shows_no_question
xai-grok-pager,crates/codegen/xai-grok-pager/tests/pty_e2e/folder_trust_home_git_repo_subdir_keys_on_subdir.rs,10,NO_REASON,folder_trust_home_git_repo_subdir_keys_on_subdir
xai-grok-pager,crates/codegen/xai-grok-pager/tests/pty_e2e/folder_trust_question_renders_and_accept_persists_grant.rs,9,NO_REASON,folder_trust_question_renders_and_accept_persists_grant
